title,description,reviews,ratings
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Very good acCooling us very fastREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Good Product. Not given energy efficiency as still to find outREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Nice product with perfect design and efficiency. Fitted in my Drawing room. Good value for moneyREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",best productREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Excellent Product and nice Installation serviceREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Very good product this price rangeREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.","Excellent working and excellent service has been done by Havells ( Llyod ), thanks you so much for this beautiful and energy efficiency AC.READ MORE",5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Good product and serviceREAD MORE,4
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",I am satisfied with the systemREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Nice ac..READ MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Working goodREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Products is awesomeREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Great experience..READ MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",It is a value for money product. I am very much satisfy with its performance.READ MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Really happy with this product. Giving expected results.READ MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Overall is perfect but the operating remotes aren’t workingREAD MORE,3
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Wonder ful coolingREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Working very good. My room is around 100sqrft in size and it gets cool super fast. Worth buy at this price.READ MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Highly recommended.READ MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",The best AC so farREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Good product Nice cooling and easy installationREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",It's amazing product fast cooling and no noise good quality good designREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.","Cooling very fast, 5 in 1 mode work well, overall very satisfiedREAD MORE",5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Good product and nice cooling 👍👍👍👌👌👌READ MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",This is awesome product in this price.READ MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Very good Fast cooling Low electricity consumptionREAD MORE,4
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.","It cools my room within 10 minutes,budget friendly and the installation went very well too.Thank you Flipkart.READ MORE",5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Cooling bestREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Not work properly dead on arrivalREAD MORE,1
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",I have purchased 1.2 ton ac 3 months ago. Nice design with good cooling at low pricesREAD MORE,4
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",So far so goodREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.","It's very fantastic, cooling is very good. Electricity consumption is also very chief.Everyone can buy.READ MORE",5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.","Amazing product, thq so much Flipkart services..READ MORE",5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Best A.C in marketREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.","Product is very good,READ MORE",5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Super 👌READ MORE,4
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Cooling is amazing model very nice installation perfect value for moneyREAD MORE,4
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Nice product  instant cooling very fastREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.","Very nice product, really value for money, delivery before expected delivery date and installation also done next day after delivery. It's 2k23 model. Convertible feature is very good for energy saving. It take 8-10 min to cool the room and then used it as your convenience to any mode .5 ton, .75 ton, 1.25 ton etc.READ MORE",5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Ac is good...best for value for money... cooling is also good...But installation was not good at all...have to call them thrice then ac was installed perfectly...READ MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Good product value for money got it two days ago and installed yesterday . Installation was also as per schedule.looks good and cooling is also 🙂👍Next review after a couple of monthsREAD MORE,4
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Excellent product in this price rangeREAD MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Happy with product as assumed. Suggest to buy this one without any issue.READ MORE,5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.","Very nice products. I have the same model(Loyyed 1.2 Ton, 3 star) purchased before three years. Now purchase same model in 5 star....The features improvement in the new model perform very good. Like the product quality. Value for money... Only the request the company to put a instruction manual for installation process. Customer do not now that the installation done by online platform or by the company when they buy online. Simple instruction required on the box regarding installation.READ MORE",5
"Lloyd 1.2 Ton 3 Star Split Inverter AC  - White  (GLS15I3FWSEV, Copper Condenser)","When you install the Lloyd GLS15I3FWSEV 1.2 ton Split Inverter Air Conditioner in your room, you can experience effective cooling. It boasts five-in-one cooling modes, which you can set as per the ambient temperature, the heat load, and the number of people in the room for a uniform cooling experience. Additionally, this AC features Air Cooled Electric Control Box technology, which effectively cools down the electric components of the outdoor unit, thus providing non-stop and uniform cooling even at temperatures up to 52°C. Moreover, having a large indoor unit and a wide outlet, this AC spreads cool air across the room, keeping everyone cool.",Best ac go for it..READ MORE,5
